1 1,All Modes by Qtr,NA,NA,1187.653,NA,NA,1245.959,NA,NA,1256.571,NA,NA,1216.8~
 2 2,Boat,4,3.6,40,4.3,4.9,5.8,6.521,6.572,5.469,5.145,3.763,2.985,3.175,3.111,~
 3 3,Bus,335.819,338.675,339.867,352.162,354.367,350.543,357.519,355.479,372.59~
 4 4,Commuter Rail,142.2,138.5,137.7,139.5,139,143,142.391,142.364,143.051,146.~
 5 5,Heavy Rail,435.294,448.271,458.583,472.201,474.579,477.032,471.735,461.605~
 6 6,Light Rail,227.231,240.262,241.444,255.557,248.262,246.108,243.286,234.907~
 7 7,Pct Chg / Yr,0.02,-0.04,0.114,-0.002,0.049,0.096,-0.037,0.004,-0.007,-0.06~
 8 8,Private Bus,4.772,4.417,4.574,4.542,4.768,4.722,3.936,3.946,4.329,4.315,4.~
 9 9,RIDE,4.9,5,5.5,5.4,5.4,5.6,5.253,5.308,5.609,5.806,5.667,5.062,5.535,5.704~
10 10,Trackless Trolley,12.757,12.913,13.057,13.444,13.479,13.323,13.311,13.142~
11 11,TOTAL,1166.974,1191.639,1204.725,1247.105,1244.755,1246.129,1243.952,1223~
